GAME DATE,H_TEAM,H_FINAL,H_MIN,H_PTS,H_FGM,H_FGA,H_FG%,H_3PM,H_3PA,H_3P%,H_FTM,H_FTA,H_FT%,H_OREB,H_DREB,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PF,H_+/-,A_TEAM,A_FINAL,A_MIN,A_PTS,A_FGM,A_FGA,A_FG%,A_3PM,A_3PA,A_3P%,A_FTM,A_FTA,A_FT%,A_OREB,A_DREB,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PF,A_+/-,POINT_TOTAL
04/09/2023,LAL,1,48.0,128.0,47.0,97.0,48.5,18.0,45.0,40.0,16.0,21.0,76.2,10.0,39.0,49.0,28.0,11.0,4.0,7.0,9.0,11.0,UTA,0,48.0,117.0,51.0,101.0,50.5,10.0,35.0,28.6,5.0,6.0,83.3,7.0,38.0,45.0,31.0,11.0,4.0,4.0,16.0,-11.0,245.0
04/09/2023,CLE,0,48.0,95.0,35.0,89.0,39.3,10.0,37.0,27.0,15.0,16.0,93.8,11.0,33.0,44.0,27.0,16.0,9.0,5.0,24.0,-11.0,CHA,1,48.0,106.0,37.0,81.0,45.7,6.0,32.0,18.8,26.0,30.0,86.7,10.0,39.0,49.0,23.0,19.0,8.0,5.0,14.0,11.0,201.0
04/09/2023,BOS,1,48.0,120.0,42.0,89.0,47.2,25.0,54.0,46.3,11.0,14.0,78.6,12.0,35.0,47.0,33.0,15.0,5.0,3.0,13.0,6.0,ATL,0,48.0,114.0,44.0,97.0,45.4,11.0,39.0,28.2,15.0,19.0,78.9,16.0,34.0,50.0,27.0,9.0,11.0,5.0,12.0,-6.0,234.0
04/09/2023,MIN,1,48.0,113.0,39.0,82.0,47.6,13.0,36.0,36.1,22.0,31.0,71.0,8.0,34.0,42.0,25.0,17.0,7.0,8.0,22.0,5.0,NOP,0,48.0,108.0,40.0,90.0,44.4,3.0,21.0,14.3,25.0,29.0,86.2,11.0,38.0,49.0,18.0,15.0,13.0,3.0,24.0,-5.0,221.0
04/09/2023,NYK,0,48.0,136.0,52.0,108.0,48.1,15.0,40.0,37.5,17.0,22.0,77.3,19.0,34.0,53.0,29.0,15.0,8.0,8.0,24.0,-5.0,IND,1,48.0,141.0,46.0,89.0,51.7,19.0,34.0,55.9,30.0,38.0,78.9,8.0,36.0,44.0,33.0,15.0,8.0,9.0,24.0,5.0,277.0
04/09/2023,WAS,0,48.0,109.0,41.0,97.0,42.3,14.0,45.0,31.1,13.0,21.0,61.9,14.0,37.0,51.0,28.0,13.0,11.0,5.0,21.0,-5.0,HOU,1,48.0,114.0,44.0,90.0,48.9,6.0,21.0,28.6,20.0,28.0,71.4,13.0,38.0,51.0,24.0,15.0,8.0,6.0,15.0,5.0,223.0
04/09/2023,PHX,0,48.0,114.0,42.0,99.0,42.4,14.0,37.0,37.8,16.0,22.0,72.7,12.0,35.0,47.0,29.0,7.0,4.0,3.0,21.0,-5.0,LAC,1,48.0,119.0,49.0,100.0,49.0,5.0,23.0,21.7,16.0,24.0,66.7,14.0,39.0,53.0,22.0,10.0,3.0,5.0,18.0,5.0,233.0
04/08/2023,SAS,0,48.0,131.0,50.0,95.0,52.6,13.0,29.0,44.8,18.0,24.0,75.0,10.0,35.0,45.0,34.0,13.0,5.0,4.0,16.0,-20.0,MIN,1,48.0,151.0,56.0,101.0,55.4,24.0,43.0,55.8,15.0,21.0,71.4,11.0,34.0,45.0,42.0,7.0,8.0,8.0,18.0,20.0,282.0
04/08/2023,UTA,1,48.0,118.0,44.0,100.0,44.0,11.0,35.0,31.4,19.0,23.0,82.6,17.0,42.0,59.0,30.0,16.0,9.0,2.0,18.0,4.0,DEN,0,48.0,114.0,41.0,90.0,45.6,15.0,46.0,32.6,17.0,24.0,70.8,5.0,36.0,41.0,32.0,14.0,7.0,9.0,20.0,-4.0,232.0
04/08/2023,LAC,1,48.0,136.0,49.0,93.0,52.7,12.0,35.0,34.3,26.0,30.0,86.7,13.0,38.0,51.0,30.0,12.0,7.0,5.0,17.0,11.0,POR,0,48.0,125.0,47.0,89.0,52.8,14.0,32.0,43.8,17.0,23.0,73.9,7.0,27.0,34.0,32.0,10.0,8.0,4.0,20.0,-11.0,261.0
04/07/2023,MIL,0,48.0,114.0,42.0,92.0,45.7,21.0,49.0,42.9,9.0,11.0,81.8,11.0,27.0,38.0,30.0,19.0,5.0,3.0,15.0,-23.0,MEM,1,48.0,137.0,53.0,93.0,57.0,20.0,42.0,47.6,11.0,15.0,73.3,11.0,33.0,44.0,39.0,12.0,9.0,6.0,20.0,23.0,251.0
04/07/2023,SAC,0,48.0,97.0,38.0,98.0,38.8,11.0,39.0,28.2,10.0,18.0,55.6,18.0,22.0,40.0,24.0,12.0,10.0,3.0,16.0,-22.0,GSW,1,48.0,119.0,41.0,78.0,52.6,16.0,36.0,44.4,21.0,24.0,87.5,10.0,37.0,47.0,36.0,24.0,6.0,7.0,22.0,22.0,216.0
04/07/2023,BKN,1,48.0,101.0,35.0,89.0,39.3,9.0,42.0,21.4,22.0,25.0,88.0,10.0,35.0,45.0,27.0,10.0,14.0,3.0,12.0,17.0,ORL,0,48.0,84.0,31.0,87.0,35.6,7.0,38.0,18.4,15.0,17.0,88.2,15.0,42.0,57.0,17.0,21.0,6.0,6.0,19.0,-17.0,185.0
04/07/2023,LAL,1,48.0,121.0,45.0,92.0,48.9,18.0,36.0,50.0,13.0,17.0,76.5,10.0,44.0,54.0,25.0,16.0,6.0,6.0,12.0,14.0,PHX,0,48.0,107.0,43.0,104.0,41.3,9.0,36.0,25.0,12.0,14.0,85.7,13.0,34.0,47.0,23.0,9.0,7.0,10.0,12.0,-14.0,228.0
04/07/2023,IND,0,48.0,115.0,41.0,83.0,49.4,11.0,31.0,35.5,22.0,28.0,78.6,9.0,33.0,42.0,29.0,19.0,7.0,3.0,22.0,-7.0,DET,1,48.0,122.0,44.0,90.0,48.9,13.0,31.0,41.9,21.0,26.0,80.8,10.0,32.0,42.0,24.0,13.0,12.0,6.0,24.0,7.0,237.0
04/07/2023,WAS,1,48.0,114.0,39.0,84.0,46.4,7.0,33.0,21.2,29.0,37.0,78.4,12.0,38.0,50.0,23.0,17.0,4.0,3.0,18.0,6.0,MIA,0,48.0,108.0,43.0,98.0,43.9,15.0,47.0,31.9,7.0,12.0,58.3,14.0,33.0,47.0,26.0,16.0,7.0,4.0,29.0,-6.0,222.0
04/07/2023,CHA,0,48.0,109.0,38.0,88.0,43.2,13.0,41.0,31.7,20.0,27.0,74.1,7.0,34.0,41.0,22.0,17.0,10.0,9.0,21.0,-3.0,HOU,1,48.0,112.0,42.0,89.0,47.2,7.0,21.0,33.3,21.0,28.0,75.0,14.0,34.0,48.0,21.0,19.0,11.0,9.0,23.0,3.0,221.0
04/07/2023,DAL,0,48.0,112.0,42.0,93.0,45.2,18.0,55.0,32.7,10.0,13.0,76.9,7.0,36.0,43.0,23.0,10.0,7.0,3.0,15.0,-3.0,CHI,1,48.0,115.0,46.0,88.0,52.3,11.0,31.0,35.5,12.0,18.0,66.7,8.0,42.0,50.0,24.0,12.0,6.0,4.0,15.0,3.0,227.0
04/07/2023,ATL,0,53.0,131.0,51.0,92.0,55.4,10.0,33.0,30.3,19.0,28.0,67.9,4.0,34.0,38.0,32.0,21.0,11.0,7.0,19.0,-5.0,PHI,1,53.0,136.0,51.0,102.0,50.0,11.0,22.0,50.0,23.0,29.0,79.3,13.0,39.0,52.0,33.0,20.0,10.0,2.0,22.0,5.0,267.0
04/07/2023,BOS,1,48.0,121.0,45.0,81.0,55.6,15.0,44.0,34.1,16.0,21.0,76.2,13.0,40.0,53.0,37.0,21.0,4.0,7.0,14.0,19.0,TOR,0,48.0,102.0,40.0,93.0,43.0,9.0,31.0,29.0,13.0,17.0,76.5,12.0,23.0,35.0,21.0,8.0,12.0,2.0,17.0,-19.0,223.0
04/07/2023,NOP,1,48.0,113.0,42.0,79.0,53.2,10.0,28.0,35.7,19.0,20.0,95.0,4.0,39.0,43.0,27.0,12.0,4.0,7.0,17.0,8.0,NYK,0,48.0,105.0,38.0,88.0,43.2,14.0,43.0,32.6,15.0,20.0,75.0,7.0,30.0,37.0,19.0,10.0,5.0,2.0,17.0,-8.0,218.0
04/06/2023,SAS,1,48.0,129.0,47.0,106.0,44.3,10.0,35.0,28.6,25.0,28.0,89.3,18.0,29.0,47.0,29.0,15.0,9.0,4.0,12.0,2.0,POR,0,48.0,127.0,51.0,96.0,53.1,10.0,28.0,35.7,15.0,18.0,83.3,8.0,28.0,36.0,34.0,16.0,7.0,14.0,22.0,-2.0,256.0
04/06/2023,PHI,0,48.0,101.0,39.0,76.0,51.3,10.0,36.0,27.8,13.0,15.0,86.7,3.0,29.0,32.0,23.0,17.0,7.0,4.0,18.0,-28.0,MIA,1,48.0,129.0,49.0,88.0,55.7,18.0,39.0,46.2,13.0,15.0,86.7,10.0,32.0,42.0,39.0,11.0,3.0,0.0,13.0,28.0,230.0
04/06/2023,UTA,0,48.0,98.0,41.0,83.0,49.4,5.0,31.0,16.1,11.0,16.0,68.8,7.0,38.0,45.0,24.0,19.0,5.0,2.0,23.0,-16.0,OKC,1,48.0,114.0,39.0,97.0,40.2,15.0,45.0,33.3,21.0,26.0,80.8,17.0,33.0,50.0,29.0,13.0,12.0,2.0,17.0,16.0,212.0
04/06/2023,ORL,0,48.0,94.0,33.0,83.0,39.8,13.0,39.0,33.3,15.0,19.0,78.9,9.0,30.0,39.0,21.0,22.0,8.0,8.0,11.0,-24.0,CLE,1,48.0,118.0,46.0,88.0,52.3,18.0,38.0,47.4,8.0,9.0,88.9,9.0,33.0,42.0,31.0,17.0,13.0,7.0,21.0,24.0,212.0
04/06/2023,PHX,1,48.0,119.0,41.0,79.0,51.9,17.0,36.0,47.2,20.0,25.0,80.0,7.0,26.0,33.0,26.0,10.0,4.0,6.0,16.0,4.0,DEN,0,48.0,115.0,44.0,83.0,53.0,8.0,23.0,34.8,19.0,23.0,82.6,9.0,29.0,38.0,24.0,13.0,7.0,2.0,19.0,-4.0,234.0
04/05/2023,ATL,1,48.0,134.0,43.0,84.0,51.2,13.0,30.0,43.3,35.0,40.0,87.5,12.0,36.0,48.0,30.0,17.0,10.0,5.0,23.0,18.0,WAS,0,48.0,116.0,45.0,94.0,47.9,6.0,28.0,21.4,20.0,26.0,76.9,12.0,27.0,39.0,23.0,14.0,10.0,9.0,26.0,-18.0,250.0
04/05/2023,NOP,1,53.0,138.0,44.0,88.0,50.0,21.0,39.0,53.8,29.0,39.0,74.4,8.0,36.0,44.0,35.0,16.0,9.0,8.0,22.0,7.0,MEM,0,53.0,131.0,50.0,104.0,48.1,12.0,36.0,33.3,19.0,25.0,76.0,15.0,34.0,49.0,33.0,14.0,10.0,6.0,25.0,-7.0,269.0
04/05/2023,LAC,1,48.0,125.0,43.0,82.0,52.4,16.0,36.0,44.4,23.0,27.0,85.2,5.0,33.0,38.0,23.0,13.0,9.0,4.0,18.0,7.0,LAL,0,48.0,118.0,45.0,89.0,50.6,12.0,29.0,41.4,16.0,24.0,66.7,10.0,34.0,44.0,27.0,14.0,4.0,3.0,17.0,-7.0,243.0
04/05/2023,DAL,1,48.0,123.0,44.0,89.0,49.4,20.0,44.0,45.5,15.0,18.0,83.3,7.0,32.0,39.0,24.0,10.0,4.0,7.0,18.0,4.0,SAC,0,48.0,119.0,46.0,106.0,43.4,12.0,37.0,32.4,15.0,19.0,78.9,22.0,35.0,57.0,31.0,9.0,7.0,1.0,19.0,-4.0,242.0
04/05/2023,IND,0,48.0,129.0,45.0,87.0,51.7,15.0,30.0,50.0,24.0,30.0,80.0,10.0,27.0,37.0,33.0,17.0,6.0,5.0,17.0,-9.0,NYK,1,48.0,138.0,52.0,100.0,52.0,18.0,46.0,39.1,16.0,25.0,64.0,20.0,32.0,52.0,34.0,18.0,13.0,8.0,21.0,9.0,267.0
04/05/2023,MIL,1,48.0,105.0,39.0,92.0,42.4,18.0,46.0,39.1,9.0,11.0,81.8,13.0,40.0,53.0,26.0,13.0,7.0,3.0,13.0,13.0,CHI,0,48.0,92.0,36.0,83.0,43.4,11.0,33.0,33.3,9.0,11.0,81.8,5.0,33.0,38.0,28.0,15.0,10.0,3.0,11.0,-13.0,197.0
04/05/2023,DET,0,48.0,108.0,41.0,84.0,48.8,13.0,28.0,46.4,13.0,14.0,92.9,9.0,25.0,34.0,27.0,14.0,5.0,3.0,18.0,-15.0,BKN,1,48.0,123.0,45.0,86.0,52.3,17.0,43.0,39.5,16.0,23.0,69.6,11.0,27.0,38.0,36.0,13.0,6.0,7.0,12.0,15.0,231.0
04/05/2023,BOS,1,48.0,97.0,38.0,89.0,42.7,11.0,38.0,28.9,10.0,18.0,55.6,11.0,37.0,48.0,20.0,15.0,5.0,7.0,14.0,4.0,TOR,0,48.0,93.0,37.0,90.0,41.1,6.0,33.0,18.2,13.0,17.0,76.5,13.0,37.0,50.0,20.0,12.0,10.0,7.0,19.0,-4.0,190.0
04/04/2023,WAS,0,48.0,128.0,50.0,99.0,50.5,13.0,27.0,48.1,15.0,21.0,71.4,9.0,33.0,42.0,30.0,9.0,7.0,4.0,21.0,-12.0,MIL,1,48.0,140.0,50.0,92.0,54.3,23.0,42.0,54.8,17.0,29.0,58.6,12.0,44.0,56.0,33.0,18.0,6.0,7.0,19.0,12.0,268.0
04/04/2023,PHI,1,48.0,103.0,39.0,78.0,50.0,11.0,29.0,37.9,14.0,16.0,87.5,6.0,31.0,37.0,21.0,12.0,3.0,7.0,21.0,2.0,BOS,0,48.0,101.0,38.0,91.0,41.8,15.0,45.0,33.3,10.0,16.0,62.5,13.0,30.0,43.0,28.0,8.0,4.0,4.0,17.0,-2.0,204.0
04/04/2023,GSW,1,48.0,136.0,47.0,95.0,49.5,20.0,47.0,42.6,22.0,30.0,73.3,19.0,35.0,54.0,25.0,14.0,6.0,6.0,22.0,11.0,OKC,0,48.0,125.0,44.0,93.0,47.3,11.0,32.0,34.4,26.0,35.0,74.3,13.0,25.0,38.0,23.0,10.0,4.0,1.0,22.0,-11.0,261.0
04/04/2023,CHI,0,48.0,105.0,41.0,89.0,46.1,7.0,31.0,22.6,16.0,20.0,80.0,6.0,26.0,32.0,16.0,8.0,8.0,6.0,18.0,-18.0,ATL,1,48.0,123.0,48.0,86.0,55.8,10.0,28.0,35.7,17.0,19.0,89.5,7.0,41.0,48.0,26.0,17.0,5.0,7.0,18.0,18.0,228.0
04/04/2023,BKN,0,48.0,102.0,39.0,90.0,43.3,13.0,35.0,37.1,11.0,14.0,78.6,7.0,33.0,40.0,21.0,10.0,6.0,8.0,18.0,-5.0,MIN,1,48.0,107.0,41.0,85.0,48.2,8.0,24.0,33.3,17.0,22.0,77.3,7.0,37.0,44.0,21.0,12.0,7.0,6.0,13.0,5.0,209.0
04/04/2023,ORL,0,48.0,113.0,45.0,89.0,50.6,10.0,23.0,43.5,13.0,17.0,76.5,13.0,34.0,47.0,25.0,13.0,6.0,1.0,22.0,-4.0,CLE,1,48.0,117.0,42.0,84.0,50.0,15.0,31.0,48.4,18.0,20.0,90.0,5.0,25.0,30.0,23.0,9.0,3.0,7.0,16.0,4.0,230.0
04/04/2023,MEM,1,48.0,119.0,42.0,87.0,48.3,18.0,48.0,37.5,17.0,22.0,77.3,8.0,41.0,49.0,30.0,12.0,5.0,5.0,10.0,10.0,POR,0,48.0,109.0,42.0,97.0,43.3,14.0,42.0,33.3,11.0,17.0,64.7,13.0,36.0,49.0,23.0,10.0,7.0,7.0,18.0,-10.0,228.0
04/04/2023,UTA,0,53.0,133.0,47.0,90.0,52.2,15.0,33.0,45.5,24.0,31.0,77.4,6.0,35.0,41.0,29.0,14.0,4.0,3.0,28.0,-2.0,LAL,1,53.0,135.0,48.0,96.0,50.0,12.0,34.0,35.3,27.0,35.0,77.1,11.0,33.0,44.0,27.0,12.0,6.0,7.0,21.0,2.0,268.0
04/04/2023,HOU,1,48.0,124.0,47.0,102.0,46.1,12.0,31.0,38.7,18.0,24.0,75.0,20.0,35.0,55.0,23.0,13.0,12.0,3.0,16.0,21.0,DEN,0,48.0,103.0,41.0,87.0,47.1,11.0,36.0,30.6,10.0,18.0,55.6,13.0,34.0,47.0,26.0,20.0,9.0,13.0,18.0,-21.0,227.0
04/04/2023,PHX,1,48.0,115.0,43.0,89.0,48.3,10.0,33.0,30.3,19.0,26.0,73.1,15.0,42.0,57.0,25.0,14.0,7.0,7.0,12.0,21.0,SAS,0,48.0,94.0,35.0,90.0,38.9,13.0,40.0,32.5,11.0,14.0,78.6,9.0,29.0,38.0,25.0,12.0,7.0,5.0,16.0,-21.0,209.0
04/04/2023,NOP,0,48.0,103.0,37.0,84.0,44.0,7.0,20.0,35.0,22.0,27.0,81.5,9.0,28.0,37.0,20.0,14.0,6.0,4.0,14.0,-18.0,SAC,1,48.0,121.0,46.0,91.0,50.5,17.0,42.0,40.5,12.0,15.0,80.0,11.0,32.0,43.0,35.0,12.0,8.0,4.0,22.0,18.0,224.0
04/04/2023,CHA,0,48.0,100.0,36.0,77.0,46.8,12.0,31.0,38.7,16.0,19.0,84.2,6.0,36.0,42.0,27.0,18.0,3.0,4.0,22.0,-20.0,TOR,1,48.0,120.0,42.0,88.0,47.7,15.0,33.0,45.5,21.0,28.0,75.0,10.0,31.0,41.0,27.0,7.0,13.0,7.0,18.0,20.0,220.0
04/04/2023,DET,0,48.0,105.0,36.0,73.0,49.3,11.0,28.0,39.3,22.0,27.0,81.5,6.0,29.0,35.0,21.0,14.0,5.0,2.0,22.0,-13.0,MIA,1,48.0,118.0,41.0,80.0,51.3,13.0,36.0,36.1,23.0,26.0,88.5,5.0,28.0,33.0,26.0,8.0,12.0,2.0,18.0,13.0,223.0
04/02/2023,SAC,0,53.0,134.0,49.0,103.0,47.6,11.0,44.0,25.0,25.0,32.0,78.1,13.0,30.0,43.0,24.0,15.0,9.0,5.0,23.0,-8.0,SAS,1,53.0,142.0,52.0,98.0,53.1,13.0,34.0,38.2,25.0,29.0,86.2,14.0,38.0,52.0,31.0,18.0,8.0,3.0,25.0,8.0,276.0
04/02/2023,CHA,0,48.0,108.0,42.0,85.0,49.4,15.0,31.0,48.4,9.0,13.0,69.2,10.0,27.0,37.0,26.0,18.0,3.0,4.0,11.0,-20.0,TOR,1,48.0,128.0,56.0,104.0,53.8,8.0,28.0,28.6,8.0,8.0,100.0,15.0,30.0,45.0,38.0,8.0,8.0,6.0,14.0,20.0,236.0
04/02/2023,CLE,1,48.0,115.0,44.0,90.0,48.9,9.0,24.0,37.5,18.0,26.0,69.2,13.0,30.0,43.0,23.0,13.0,7.0,7.0,22.0,10.0,IND,0,48.0,105.0,36.0,83.0,43.4,9.0,24.0,37.5,24.0,29.0,82.8,11.0,33.0,44.0,21.0,17.0,5.0,6.0,26.0,-10.0,220.0
04/02/2023,BKN,1,48.0,111.0,38.0,86.0,44.2,9.0,32.0,28.1,26.0,34.0,76.5,7.0,33.0,40.0,25.0,9.0,6.0,2.0,26.0,1.0,UTA,0,48.0,110.0,40.0,91.0,44.0,8.0,32.0,25.0,22.0,30.0,73.3,11.0,41.0,52.0,24.0,11.0,5.0,1.0,23.0,-1.0,221.0
04/02/2023,CHI,1,48.0,128.0,50.0,94.0,53.2,9.0,31.0,29.0,19.0,22.0,86.4,4.0,32.0,36.0,29.0,3.0,9.0,6.0,13.0,21.0,MEM,0,48.0,107.0,39.0,84.0,46.4,19.0,43.0,44.2,10.0,12.0,83.3,8.0,39.0,47.0,29.0,18.0,1.0,3.0,22.0,-21.0,235.0
04/02/2023,MIN,0,48.0,105.0,38.0,79.0,48.1,11.0,26.0,42.3,18.0,23.0,78.3,7.0,40.0,47.0,29.0,18.0,3.0,5.0,17.0,-2.0,POR,1,48.0,107.0,43.0,93.0,46.2,9.0,30.0,30.0,12.0,20.0,60.0,11.0,31.0,42.0,29.0,10.0,12.0,3.0,26.0,2.0,212.0
04/02/2023,DEN,1,48.0,112.0,44.0,100.0,44.0,9.0,33.0,27.3,15.0,18.0,83.3,17.0,30.0,47.0,24.0,13.0,11.0,7.0,17.0,2.0,GSW,0,48.0,110.0,42.0,105.0,40.0,9.0,42.0,21.4,17.0,17.0,100.0,22.0,35.0,57.0,26.0,15.0,9.0,4.0,22.0,-2.0,222.0
04/02/2023,MIL,1,48.0,117.0,46.0,80.0,57.5,10.0,28.0,35.7,15.0,21.0,71.4,7.0,35.0,42.0,28.0,12.0,8.0,5.0,17.0,13.0,PHI,0,48.0,104.0,40.0,87.0,46.0,12.0,36.0,33.3,12.0,13.0,92.3,11.0,25.0,36.0,19.0,11.0,3.0,2.0,17.0,-13.0,221.0
04/02/2023,OKC,0,48.0,118.0,36.0,88.0,40.9,11.0,32.0,34.4,35.0,41.0,85.4,13.0,28.0,41.0,21.0,8.0,7.0,0.0,23.0,-10.0,PHX,1,48.0,128.0,46.0,81.0,56.8,13.0,34.0,38.2,23.0,28.0,82.1,5.0,33.0,38.0,31.0,13.0,4.0,6.0,30.0,10.0,246.0
04/02/2023,ATL,1,53.0,132.0,51.0,108.0,47.2,12.0,35.0,34.3,18.0,22.0,81.8,16.0,37.0,53.0,28.0,11.0,10.0,3.0,22.0,2.0,DAL,0,53.0,130.0,49.0,95.0,51.6,10.0,38.0,26.3,22.0,32.0,68.8,10.0,37.0,47.0,24.0,14.0,4.0,3.0,15.0,-2.0,262.0
04/02/2023,NYK,1,48.0,118.0,46.0,88.0,52.3,13.0,32.0,40.6,13.0,18.0,72.2,7.0,32.0,39.0,31.0,12.0,12.0,4.0,17.0,9.0,WAS,0,48.0,109.0,39.0,79.0,49.4,16.0,37.0,43.2,15.0,18.0,83.3,5.0,33.0,38.0,26.0,19.0,9.0,5.0,18.0,-9.0,227.0
04/02/2023,ORL,1,48.0,128.0,43.0,75.0,57.3,17.0,33.0,51.5,25.0,40.0,62.5,7.0,34.0,41.0,30.0,16.0,11.0,6.0,26.0,26.0,DET,0,48.0,102.0,32.0,78.0,41.0,9.0,33.0,27.3,29.0,36.0,80.6,9.0,29.0,38.0,22.0,16.0,4.0,1.0,29.0,-26.0,230.0
04/02/2023,HOU,0,48.0,109.0,44.0,102.0,43.1,13.0,34.0,38.2,8.0,10.0,80.0,16.0,28.0,44.0,23.0,10.0,4.0,4.0,18.0,-25.0,LAL,1,48.0,134.0,52.0,93.0,55.9,9.0,30.0,30.0,21.0,28.0,75.0,11.0,40.0,51.0,36.0,6.0,4.0,8.0,9.0,25.0,243.0
04/01/2023,MIA,1,48.0,129.0,45.0,86.0,52.3,13.0,37.0,35.1,26.0,29.0,89.7,10.0,26.0,36.0,27.0,11.0,6.0,0.0,16.0,7.0,DAL,0,48.0,122.0,47.0,77.0,61.0,14.0,34.0,41.2,14.0,16.0,87.5,1.0,30.0,31.0,32.0,14.0,3.0,2.0,23.0,-7.0,251.0
04/01/2023,NOP,1,48.0,122.0,42.0,86.0,48.8,7.0,17.0,41.2,31.0,35.0,88.6,14.0,26.0,40.0,21.0,7.0,6.0,5.0,15.0,8.0,LAC,0,48.0,114.0,42.0,85.0,49.4,11.0,29.0,37.9,19.0,23.0,82.6,11.0,26.0,37.0,25.0,13.0,5.0,4.0,29.0,-8.0,236.0
03/31/2023,IND,1,48.0,121.0,45.0,98.0,45.9,12.0,41.0,29.3,19.0,28.0,67.9,20.0,36.0,56.0,30.0,16.0,5.0,4.0,21.0,4.0,OKC,0,48.0,117.0,42.0,88.0,47.7,4.0,30.0,13.3,29.0,34.0,85.3,11.0,34.0,45.0,21.0,11.0,10.0,3.0,24.0,-4.0,238.0
03/31/2023,BOS,1,48.0,122.0,42.0,96.0,43.8,17.0,51.0,33.3,21.0,22.0,95.5,10.0,32.0,42.0,27.0,12.0,8.0,4.0,14.0,8.0,UTA,0,48.0,114.0,46.0,96.0,47.9,9.0,29.0,31.0,13.0,14.0,92.9,13.0,39.0,52.0,23.0,18.0,3.0,7.0,17.0,-8.0,236.0
03/31/2023,HOU,1,48.0,121.0,38.0,83.0,45.8,11.0,31.0,35.5,34.0,45.0,75.6,14.0,32.0,46.0,18.0,12.0,9.0,5.0,24.0,6.0,DET,0,48.0,115.0,43.0,89.0,48.3,11.0,35.0,31.4,18.0,27.0,66.7,13.0,27.0,40.0,24.0,12.0,7.0,7.0,28.0,-6.0,236.0
03/31/2023,GSW,1,48.0,130.0,47.0,93.0,50.5,21.0,49.0,42.9,15.0,21.0,71.4,14.0,31.0,45.0,37.0,15.0,5.0,4.0,18.0,15.0,SAS,0,48.0,115.0,42.0,91.0,46.2,15.0,38.0,39.5,16.0,23.0,69.6,14.0,32.0,46.0,27.0,15.0,8.0,4.0,20.0,-15.0,245.0
03/31/2023,PHI,1,48.0,117.0,41.0,73.0,56.2,12.0,31.0,38.7,23.0,25.0,92.0,9.0,28.0,37.0,28.0,18.0,7.0,6.0,20.0,7.0,TOR,0,48.0,110.0,42.0,84.0,50.0,8.0,26.0,30.8,18.0,23.0,78.3,14.0,20.0,34.0,26.0,13.0,6.0,3.0,19.0,-7.0,227.0
03/31/2023,PHX,1,48.0,100.0,37.0,88.0,42.0,10.0,27.0,37.0,16.0,21.0,76.2,13.0,38.0,51.0,28.0,16.0,8.0,7.0,16.0,7.0,DEN,0,48.0,93.0,38.0,95.0,40.0,6.0,26.0,23.1,11.0,20.0,55.0,15.0,36.0,51.0,19.0,11.0,11.0,5.0,16.0,-7.0,193.0
03/31/2023,MIN,0,48.0,111.0,41.0,95.0,43.2,13.0,39.0,33.3,16.0,19.0,84.2,12.0,27.0,39.0,25.0,16.0,10.0,4.0,22.0,-12.0,LAL,1,48.0,123.0,45.0,90.0,50.0,9.0,22.0,40.9,24.0,30.0,80.0,15.0,38.0,53.0,28.0,16.0,10.0,5.0,17.0,12.0,234.0
03/31/2023,POR,0,48.0,114.0,40.0,85.0,47.1,19.0,38.0,50.0,15.0,23.0,65.2,9.0,24.0,33.0,29.0,20.0,9.0,6.0,15.0,-24.0,SAC,1,48.0,138.0,54.0,88.0,61.4,19.0,39.0,48.7,11.0,15.0,73.3,8.0,33.0,41.0,38.0,13.0,11.0,7.0,21.0,24.0,252.0
03/31/2023,CLE,0,48.0,116.0,44.0,86.0,51.2,17.0,37.0,45.9,11.0,13.0,84.6,3.0,30.0,33.0,33.0,10.0,2.0,9.0,21.0,-14.0,NYK,1,48.0,130.0,49.0,93.0,52.7,17.0,36.0,47.2,15.0,24.0,62.5,16.0,32.0,48.0,24.0,10.0,6.0,5.0,12.0,14.0,246.0
03/31/2023,MEM,1,48.0,108.0,43.0,96.0,44.8,9.0,33.0,27.3,13.0,17.0,76.5,12.0,39.0,51.0,25.0,15.0,11.0,7.0,16.0,14.0,LAC,0,48.0,94.0,34.0,90.0,37.8,11.0,35.0,31.4,15.0,18.0,83.3,12.0,38.0,50.0,26.0,18.0,5.0,8.0,14.0,-14.0,202.0
03/31/2023,CHA,0,48.0,91.0,35.0,77.0,45.5,14.0,37.0,37.8,7.0,10.0,70.0,4.0,32.0,36.0,27.0,22.0,3.0,5.0,21.0,-30.0,CHI,1,48.0,121.0,45.0,88.0,51.1,13.0,31.0,41.9,18.0,22.0,81.8,9.0,33.0,42.0,25.0,7.0,12.0,4.0,13.0,30.0,212.0
03/31/2023,WAS,0,48.0,109.0,41.0,105.0,39.0,17.0,50.0,34.0,10.0,12.0,83.3,15.0,36.0,51.0,24.0,13.0,5.0,5.0,24.0,-7.0,ORL,1,48.0,116.0,44.0,88.0,50.0,8.0,24.0,33.3,20.0,26.0,76.9,6.0,42.0,48.0,26.0,11.0,2.0,14.0,16.0,7.0,225.0
